year,race,"P_mean_Beta(1, 5)","P_mean_Beta(1, 4)","P_mean_Beta(1, 3)","P_mean_Beta(1, 2)","P_mean_Beta(1, 1)","lower_Beta(1, 5)","lower_Beta(1, 4)","lower_Beta(1, 3)","lower_Beta(1, 2)","lower_Beta(1, 1)","upper_Beta(1, 5)","upper_Beta(1, 4)","upper_Beta(1, 3)","upper_Beta(1, 2)","upper_Beta(1, 1)"
2017,AIAN,392.405076132726,393.513794667063,392.192912113148,394.862752575333,393.095773902165,249.783146069637,248.884781606342,251.362649330976,252.191265165033,251.246346325758,607.243512196825,613.13275909856,607.967902987541,608.237769281294,606.471690744434
2017,Asian,30.5460827792445,30.4956957308992,30.5781401046007,30.6230235354214,30.9601293559904,7.65037708007999,7.53443502179164,7.19048320622564,7.99038999348324,8.00100202840659,64.4506674751977,65.1909524425967,64.7927698341213,65.4345800467096,65.9101824591153
2017,Black,382.348363397612,382.406704621776,382.400463059099,382.359091368867,382.557504840588,361.257771161407,361.140203344145,361.194696776148,361.306848392101,360.928883466767,404.184371628975,404.274093955905,404.562035406445,404.783060086712,404.788755233695
2017,Hispanic,245.517719726219,245.661852612603,245.630164123251,245.553941553925,245.771024580458,226.544991746562,226.549828270841,226.597202862371,225.858193451762,226.90428238762,265.308662350185,266.037064236156,265.705638569167,265.554822730235,265.783068140857
2017,Multiracial,132.882982751019,133.102881329802,132.971178618649,132.346819194952,132.958223482708,76.6285437084034,76.9167305031667,76.4605346552515,76.908940269005,76.7331635248909,220.914569433946,218.496756038873,217.491441395358,218.342239573723,218.420077074297
2017,NHPI,877.787649853434,876.454295910964,875.259667359967,879.886144550543,878.042946349538,549.474609219697,553.983341357937,554.201144250098,555.406039989321,550.526396517845,1366.18569453064,1369.31726913068,1367.43337968387,1374.03352280726,1361.79273246609
2017,White,24.588682652656,24.672953875505,24.6987410482581,24.6461297540302,24.8117531230688,17.4840656314855,17.3739513872127,17.4135384717803,17.4596746857828,17.6634838877901,33.7282115341733,34.3129706529008,34.4542407036608,34.2069446133315,34.3195722693994
2018,AIAN,418.525799690235,418.341452903379,420.010315953979,419.107470123395,419.982401172664,269.183008015499,270.032452270375,270.092306272895,271.911645767144,272.612264633436,641.612674964165,638.382932746473,647.442322795548,640.712283710235,649.655364621545
2018,Asian,35.3933918412526,35.5630050335999,35.5638176455816,35.0693700019609,35.7145042458048,11.4689981541021,11.129428117778,10.5390328788052,10.2755143259859,11.1181017872327,72.2822207790977,72.8894678743353,72.0932087357672,72.6708043461769,73.1059887011487
2018,Black,416.216219293334,416.462838441288,416.370323245849,416.247653319112,416.51004901786,394.106724896601,394.026235301167,394.464330873107,393.669710043723,394.028278818631,439.126253783995,440.31463026566,439.657033326986,439.166958637369,439.756552064565
2018,Hispanic,302.985208055602,303.193181693196,303.139245474944,303.079042399016,303.318956479522,282.136792711313,281.860589529639,282.077107638439,281.742210355663,282.477204981073,324.173028432182,325.365955568462,325.178450771406,324.982075027486,325.402650395875
2018,Multiracial,245.064211149339,244.71649863236,244.939671974806,244.987501996305,244.419149535428,160.632634751678,159.927635291269,160.382284490766,160.528059257822,159.630641081252,373.097391301567,377.003597477445,379.13341354734,374.736239687025,374.144727129984
2018,NHPI,892.279753805096,894.020292472533,896.748850192108,896.065424212795,893.888412122369,561.828084547631,564.53884817205,565.5925838372,563.536370734777,566.864628381406,1389.17652422761,1385.89761894784,1398.92397199583,1388.37225201505,1385.32788984146
2018,White,37.6620209708103,37.7937644276321,37.7658150154218,37.7277421908313,37.8955144457802,30.2609416775876,30.2827329498461,30.2116451279155,30.3287417459061,30.3129650419342,47.0617042465264,47.5658645398252,47.4623786633288,47.3883387477845,47.5571239074827
2019,AIAN,688.384642123394,685.633869327935,688.965410094667,687.316949355636,687.21726854086,467.004157828188,464.799416994975,470.387218365885,468.021308467912,469.815082639428,1037.32125399423,1025.58868042721,1028.32445107816,1026.45251806923,1014.68609520905
2019,Asian,59.7950320999726,59.4729450685576,59.8422147671932,59.9086099509079,60.0258021051715,28.5211769961254,28.5253082632661,29.2058003078146,29.1402608195382,28.9784392983118,106.8886881189,106.666754502362,106.985725423288,106.708496147444,107.602341933126
2019,Black,531.88487952867,532.13823449843,531.948999360216,531.857399623791,532.075954879976,506.351751058844,506.937869396392,507.375867401551,506.500831322559,507.432774893322,557.873228840411,558.579339433043,557.588923179849,558.179222316448,557.712455326323
2019,Hispanic,393.176622499013,393.25926660883,393.120851406468,393.131032742386,393.355303462484,369.76126338313,369.643650799714,369.498045845226,369.362753632065,369.554991157069,417.377029056379,417.899812571513,418.025616100449,417.836979514351,417.917644219845
2019,Multiracial,322.416177612719,323.504325560838,323.833610957053,323.625003854708,323.776305947281,217.671044793897,218.612584892873,219.611936181885,218.309554118995,219.747198560453,486.165752999295,486.054372416737,485.68540410392,485.89672344825,489.271994182228
2019,NHPI,1019.20262661578,1020.88460391495,1020.27796436999,1024.23728371047,1019.88954764176,661.017287784394,660.889396140168,662.064201639015,659.360917672638,658.685040818838,1550.15330104469,1558.05924264471,1556.45819398774,1584.39378241516,1568.14890393219
2019,White,65.7488616611101,65.8829795311944,65.8674648657312,65.8336899646907,65.9777374976495,57.6881797270046,57.6582608785685,57.6607930604711,57.6373458703781,57.6778200340412,75.5544350937249,76.1387498769947,75.9520101366854,75.9575641265344,76.2725144166991
2020,AIAN,1021.53499633283,1019.73418174623,1022.81877523438,1018.13389882268,1024.72556945654,715.069704325302,719.347677648717,709.57437635811,712.035481219168,716.317038378844,1496.56665226156,1489.17377951652,1507.46672297401,1484.45121511097,1516.64445050284
2020,Asian,78.8983615662166,79.2221483040403,79.2139004931636,79.3139877643938,79.3741472529543,43.2430801145237,43.5817339795263,43.8121417357867,43.5180750511546,43.5668357776646,131.347925713475,133.735825769719,135.46241866165,133.986446106472,135.110139402617
2020,Black,591.913672535514,592.021236911173,591.918589327438,591.957129059134,592.114480081926,565.146225779587,565.264141949413,565.324650409534,564.842106248225,565.124205382943,620.069047318921,619.868914804355,619.437825121861,619.945395113218,620.176107584122
2020,Hispanic,488.238832063491,488.225394639251,488.297234262901,488.181766817902,488.43162067809,461.763560676741,461.917237736862,461.810712279801,461.156318774957,462.041447802729,514.974813529711,515.587886073947,515.87989655548,515.911095979582,516.059930302855
2020,Multiracial,391.919088991472,391.107497081827,390.710751892322,391.24376924213,391.650503390886,268.924939875366,272.405863738655,267.87979235019,269.123540087602,269.03953161039,588.251782804301,583.019350032376,582.92108898018,583.814932010109,590.561924880291
2020,NHPI,1171.62000421143,1168.75397278864,1172.83167211001,1173.37543869908,1174.08457942572,759.98470338056,764.5802770912,769.677783565632,771.063401367423,770.210463578544,1776.72737578937,1779.04194738282,1777.21816698888,1781.85182242411,1783.98781486856
2020,White,93.8707055584412,93.9936543242502,93.9516528717868,93.870985302927,94.0821354046457,84.9863130989747,85.139081306988,85.1751498203258,84.9645387889882,85.293776441369,104.126343561875,104.709282469963,104.658981528802,104.357447039521,104.497521527183
2021,AIAN,1801.43597573118,1803.47228400299,1807.42121657763,1806.7545483181,1807.70306057641,1303.00621322369,1299.40020559333,1293.24035573027,1304.71797587424,1299.24097984244,2589.82118742678,2595.37240014665,2617.21036499053,2590.07750321837,2595.50983439747
2021,Asian,74.9436565058204,75.6335401204001,75.3682577376021,74.9852597644799,75.3620440657301,39.7546153769914,40.2041088164671,39.3652388834058,39.6678745021596,40.1583190005632,129.792720445198,129.845467489802,129.646503894484,129.214884633762,129.677804521421
2021,Black,720.401908274112,720.686547915185,720.62171461131,720.564517586322,720.853580306707,690.610862791211,691.417810730863,690.84246719136,690.980586332278,690.212008829061,750.585428870752,751.020060744834,751.903412251019,751.259252698821,752.197401751402
2021,Hispanic,555.752547355633,555.848241095643,555.955946377775,555.961952047784,556.17285071053,527.200045713249,528.151025678147,527.817623527839,528.031558462108,527.980616283252,585.105881948722,585.402523497898,584.912610611937,585.281865139979,585.420188682321
2021,Multiracial,511.713168072766,513.535902752166,512.882631135065,512.306022219103,510.961711693599,357.849647443023,360.67400369659,358.407524798631,361.273743915475,359.029919238363,752.111019809289,757.208293573178,760.023242448982,752.342874710414,758.04926696865
2021,NHPI,1264.27035691085,1260.74213883956,1263.12963526194,1268.34392970013,1266.81957915379,837.149026649912,837.16057397594,842.390534985968,835.791779021034,835.693988887918,1921.51562668471,1903.3931116981,1916.17261092366,1914.23698955722,1936.23032795343
2021,White,122.548671390831,122.613924532863,122.64306913957,122.595963365498,122.782789828709,113.222400130784,113.400414114752,113.344993076606,113.271938380364,113.545834114865,133.362708673959,133.474357995711,133.667311490088,133.470401567579,133.711841209925
2022,AIAN,2599.82014655322,2598.93811851723,2612.14707547883,2609.65054580778,2607.20757010461,1902.81713088947,1900.26649139225,1907.06186122706,1911.70131038275,1911.1834744665,3728.06668966152,3727.96965868796,3747.99431918129,3712.99045745926,3733.90568627974
2022,Asian,97.6467967238745,97.2058521562095,97.5785324517684,97.2274338859856,97.5637876773239,57.1090093961931,57.4701501758604,57.5185626017587,56.3890653492405,57.3946452357335,161.879833922384,158.908610306945,162.607717302224,160.443530335314,159.50634927778
2022,Black,909.33141360502,909.64523147144,909.585669000917,909.602437562767,909.863622550502,875.537329891,875.930463443599,875.763621493412,875.827511431431,876.050881783193,944.233762831743,944.944586727429,944.215877602041,944.484372332375,944.488562452452
2022,Hispanic,757.389839066056,757.610817261758,757.447027849828,757.545395408607,757.793304980154,725.440013316834,725.681390127627,724.830475023037,725.380935926559,725.267957574117,790.562909847284,790.287021169625,790.996183434189,791.188409485958,791.168699168912
2022,Multiracial,624.690603426833,624.1332612684,623.456054753635,625.650885189903,627.141988829073,443.468219228033,444.156467292716,446.41115118655,444.933500564123,443.871669103167,911.440855888458,913.519358575972,904.772058735519,911.119284566043,927.174261311651
2022,NHPI,1315.9117850898,1318.55060985093,1315.49699211096,1318.90069147236,1324.64932383199,881.177901379557,872.144018594237,874.195308039515,870.131500334172,884.731400498467,1984.92342926214,2010.32384390363,1984.34996736689,1972.7922583856,1987.46244088881
2022,White,187.00464687187,187.087732876283,187.12227636745,187.026185261416,187.215954763099,176.348295134262,176.433428865375,176.526468704941,176.444046930235,176.624246366737,198.85917693066,199.28617845007,199.253096636528,199.079570527174,199.256858453512
